,latitude,longitude,acq_date,acq_time,confidence,fire_temperature
3050,-14.6454,130.7183,8/6/2019,1634,72,34.35
2603,-15.239,129.8487,8/6/2019,116,74,61.55
2586,-12.1744,134.5125,8/6/2019,115,74,51.65
2628,-15.5521,130.5254,8/6/2019,116,99,86.75
2952,-13.5036,132.1205,8/6/2019,1330,100,53.75
3061,-15.3164,130.8123,8/6/2019,1634,100,54.35
3084,-15.471,130.7804,8/6/2019,1634,98,46.05
2646,-15.5573,130.5184,8/6/2019,116,99,86.25
2739,-23.2358,138.1874,8/6/2019,118,84,59.95
3567,-29.6529,148.1337,8/7/2019,1542,54,30.15
3535,-15.2421,130.3531,8/7/2019,1412,58,31.25
3376,-15.3483,131.0256,8/7/2019,447,97,82.65
3326,-32.9136,146.4075,8/7/2019,442,64,37.05
3397,-11.63,130.4132,8/7/2019,448,63,50.45
3449,-12.6783,133.9352,8/7/2019,448,63,55.85
3566,-14.1396,143.4563,8/7/2019,1538,58,30.85
3216,-15.3904,130.8141,8/7/2019,159,93,73.95
3379,-15.4023,130.8323,8/7/2019,447,97,82.15
3230,-15.5735,131.3565,8/7/2019,159,93,74.75
3537,-15.2172,130.441,8/7/2019,1412,63,34.15
3233,-15.5758,131.3505,8/7/2019,159,93,73.45
3589,-25.8653,149.6175,8/7/2019,2328,64,37.55
3527,-16.0592,126.1397,8/7/2019,1412,63,32.75
3384,-15.436,130.8123,8/7/2019,447,60,58.95
3488,-29.681,116.5708,8/7/2019,622,58,32.65
3454,-11.6445,132.7942,8/7/2019,448,97,80.35
3534,-15.2444,130.406,8/7/2019,1412,60,32.35
3494,-20.6744,117.9141,8/7/2019,624,63,47.45
3288,-14.3076,130.7536,8/7/2019,159,60,51.25
3349,-15.6257,136.5844,8/7/2019,447,61,61.85
3474,-12.6527,133.9154,8/7/2019,448,58,53.35
3385,-15.5239,130.6809,8/7/2019,447,60,50.05
3428,-12.887,134.3369,8/7/2019,448,63,49.85
3355,-15.4819,135.4102,8/7/2019,447,60,52.15
3260,-16.0936,126.0864,8/7/2019,159,99,85.05
3151,-33.9581,142.6346,8/7/2019,26,63,33.15
3128,-32.201,146.7355,8/7/2019,25,59,33.65
3123,-32.1189,147.8716,8/7/2019,25,59,34.95
3577,-15.2178,130.4836,8/7/2019,1717,96,45.05
3452,-11.637,132.7871,8/7/2019,448,98,82.65
3435,-13.1068,134.2753,8/7/2019,448,59,49.65
3290,-14.5785,130.7063,8/7/2019,159,62,53.75
3297,-17.6289,123.2311,8/7/2019,200,62,59.05
3334,-16.7802,136.9232,8/7/2019,447,62,51.65
3444,-14.4179,126.6471,8/7/2019,448,54,48.75
3310,-25.506,131.9946,8/7/2019,202,62,41.65
3392,-11.4239,132.4699,8/7/2019,448,59,47.15
3204,-15.3375,131.0812,8/7/2019,159,95,77.65
3329,-34.1124,146.9134,8/7/2019,442,59,31.35
3541,-14.6222,130.7675,8/7/2019,1413,95,44.05
3515,-15.3549,131.0831,8/7/2019,1412,95,49.85
3482,-11.2498,131.867,8/7/2019,448,54,49.45
3461,-12.5549,132.002,8/7/2019,448,62,53.55
3413,-11.4825,130.8356,8/7/2019,448,62,52.65
3161,-11.471,130.812,8/7/2019,158,59,52.25
3209,-15.343,130.8204,8/7/2019,159,99,86.25
3440,-13.4801,132.1434,8/7/2019,448,99,86.45
3239,-15.5784,130.6035,8/7/2019,159,99,84.85
3142,-33.3999,145.4893,8/7/2019,25,59,31.35
3130,-32.5463,146.7771,8/7/2019,25,54,33.05
3217,-15.3924,130.8307,8/7/2019,159,100,102.05
3214,-15.3806,130.8323,8/7/2019,159,100,100.75
3231,-15.5758,131.3751,8/7/2019,159,60,51.45
3470,-12.746,132.4806,8/7/2019,448,61,55.35
3588,-25.8549,149.5719,8/7/2019,2328,58,36.55
3139,-33.1982,146.7086,8/7/2019,25,63,34.05
3580,-15.3143,131.1138,8/7/2019,1717,58,30.85
3150,-34.11,146.9215,8/7/2019,26,58,31.85
3208,-15.341,130.8038,8/7/2019,159,96,79.15
3559,-14.3038,130.7516,8/7/2019,1413,61,32.25
3443,-13.1943,134.6279,8/7/2019,448,60,53.45
3168,-12.6788,133.9345,8/7/2019,158,60,44.65
3336,-16.3917,136.9871,8/7/2019,447,96,79.95
3390,-11.4213,132.4885,8/7/2019,448,96,79.65
3403,-12.6681,133.9364,8/7/2019,448,61,54.55
3225,-15.4457,130.8173,8/7/2019,159,94,110.35
3223,-15.4338,130.8188,8/7/2019,159,94,109.65
3218,-15.4161,130.8275,8/7/2019,159,94,75.45
3146,-33.8533,146.5267,8/7/2019,26,61,32.25
3495,-32.1941,146.7263,8/7/2019,1229,60,31.35
3169,-12.8347,134.2461,8/7/2019,158,61,43.95
3199,-15.3308,131.07,8/7/2019,159,59,63.05
3299,-17.6428,123.2595,8/7/2019,200,60,50.55
3149,-34.1008,146.9233,8/7/2019,26,59,31.35
3401,-11.4878,130.869,8/7/2019,448,62,56.75
3224,-15.4437,130.8006,8/7/2019,159,60,51.55
3394,-11.4109,132.4964,8/7/2019,448,64,48.95
3354,-15.5971,136.5797,8/7/2019,447,89,69.95
3487,-28.9996,116.049,8/7/2019,622,64,40.55
3467,-12.6172,132.4068,8/7/2019,448,84,63.85
3249,-15.6598,130.5217,8/7/2019,159,52,52.15
3425,-12.8436,134.2547,8/7/2019,448,74,55.25
3426,-12.8793,134.3263,8/7/2019,448,74,55.25
3302,-20.6766,117.9086,8/7/2019,201,74,47.55
3309,-25.5033,131.9643,8/7/2019,202,74,47.95
3281,-14.0027,130.6747,8/7/2019,159,52,48.25
3275,-13.4849,132.1485,8/7/2019,159,74,51.25
3259,-16.0923,126.0769,8/7/2019,159,74,55.75
3237,-15.5591,130.4437,8/7/2019,159,74,55.65
3210,-15.3569,130.8355,8/7/2019,159,74,53.25
3411,-11.2387,132.3482,8/7/2019,448,74,60.95
3132,-32.772,146.677,8/7/2019,25,52,31.95
3464,-12.4825,133.1801,8/7/2019,448,74,57.85
3320,-31.5999,147.0096,8/7/2019,442,83,54.35
3202,-15.3507,131.0326,8/7/2019,159,83,61.75
3484,-11.3867,130.9346,8/7/2019,448,83,59.95
3221,-15.422,130.8203,8/7/2019,159,83,70.75
3450,-12.6886,133.9274,8/7/2019,448,83,62.75
3466,-12.6185,132.3972,8/7/2019,448,83,63.55
3402,-11.4893,130.8583,8/7/2019,448,83,60.45
3408,-11.2283,132.3562,8/7/2019,448,83,66.55
3271,-16.1869,126.0955,8/7/2019,159,83,60.65
3248,-15.6365,130.5246,8/7/2019,159,83,61.05
3286,-14.2882,130.7625,8/7/2019,159,83,60.25
3448,-12.8684,132.5879,8/7/2019,448,75,57.55
3220,-15.4101,130.8219,8/7/2019,159,52,58.65
3528,-16.0605,126.1303,8/7/2019,1412,82,37.95
3352,-15.6067,136.5813,8/7/2019,447,84,67.95
3345,-15.7105,137.0309,8/7/2019,447,84,64.05
3272,-14.6602,130.7219,8/7/2019,159,72,53.35
3427,-12.8779,134.3356,8/7/2019,448,72,53.65
3437,-13.2336,133.7784,8/7/2019,448,72,55.15
3212,-15.3708,130.8506,8/7/2019,159,85,71.35
3234,-15.5779,131.3689,8/7/2019,159,85,62.55
3548,-12.6617,131.2974,8/7/2019,1413,52,29.65
3324,-32.9007,146.4036,8/7/2019,442,85,55.75
3283,-14.0141,130.6732,8/7/2019,159,85,62.95
3269,-16.1778,126.0968,8/7/2019,159,85,63.45
3555,-13.4701,132.161,8/7/2019,1413,85,39.25
3182,-14.4174,126.6476,8/7/2019,159,73,54.05
3367,-14.7451,130.7304,8/7/2019,447,73,53.85
3190,-15.1754,130.4833,8/7/2019,159,84,61.85
3276,-13.4693,132.1249,8/7/2019,159,73,50.65
3357,-15.4728,135.4088,8/7/2019,447,52,50.55
3412,-11.2374,132.3575,8/7/2019,448,84,68.35
3485,-11.4049,130.8724,8/7/2019,448,52,48.15
3456,-12.1274,134.3703,8/7/2019,448,52,48.65
3197,-15.1745,129.8353,8/7/2019,159,84,61.75
3356,-15.4833,135.4007,8/7/2019,447,84,64.85
3586,-21.0967,119.7812,8/7/2019,1719,73,34.65
3206,-15.3311,130.822,8/7/2019,159,84,62.65
3584,-20.6785,117.9089,8/7/2019,1719,73,34.85
3578,-15.318,131.118,8/7/2019,1717,73,34.75
3363,-16.1135,126.0815,8/7/2019,447,84,63.25
3489,-29.9007,115.4976,8/7/2019,622,73,41.15
3118,-31.6085,151.0964,8/7/2019,25,85,53.95
3472,-12.8202,132.6705,8/7/2019,448,75,59.35
3406,-11.4146,130.8738,8/7/2019,448,82,59.65
3353,-15.5955,136.5902,8/7/2019,447,51,58.85
3268,-16.1701,126.1076,8/7/2019,159,77,58.45
3274,-13.4696,132.1304,8/7/2019,159,77,53.45
3471,-12.7447,132.4901,8/7/2019,448,81,61.35
3549,-12.8591,132.5864,8/7/2019,1413,81,37.65
3387,-16.0811,126.1043,8/7/2019,447,81,60.45
3141,-33.1981,146.5074,8/7/2019,25,78,45.15
3417,-12.7168,133.9223,8/7/2019,448,80,59.65
3497,-28.6221,152.5217,8/7/2019,1230,51,29.55
3323,-32.8986,146.4207,8/7/2019,442,80,49.55
3455,-12.1288,134.361,8/7/2019,448,78,59.25
3512,-15.5355,130.684,8/7/2019,1412,78,36.55
3480,-11.3564,130.9411,8/7/2019,448,78,57.05
3134,-32.98,146.4623,8/7/2019,25,81,48.95
3459,-12.1879,134.5189,8/7/2019,448,51,51.85
3430,-13.0686,134.226,8/7/2019,448,78,58.25
3531,-15.2988,130.8463,8/7/2019,1412,78,39.85
3236,-15.5572,130.4281,8/7/2019,159,80,58.45
3158,-11.4116,130.8787,8/7/2019,158,80,55.25
3500,-15.6415,130.5339,8/7/2019,1412,79,36.85
3498,-28.1248,149.9868,8/7/2019,1230,79,36.85
3368,-14.3416,134.8962,8/7/2019,447,79,60.25
3519,-15.3516,131.0906,8/7/2019,1412,51,37.55
3207,-15.3576,131.0436,8/7/2019,159,79,62.05
3311,-25.4871,131.9589,8/7/2019,202,79,52.65
3420,-12.7271,133.9146,8/7/2019,448,79,59.05
3438,-13.474,132.136,8/7/2019,448,79,62.95
3433,-13.401,132.1153,8/7/2019,448,78,58.45
3301,-17.6166,123.2127,8/7/2019,200,77,65.05
3322,-32.9035,146.397,8/7/2019,442,81,51.45
3400,-11.4975,130.8703,8/7/2019,448,77,62.75
3245,-15.6289,130.5318,8/7/2019,159,75,54.25
3265,-16.1624,126.1185,8/7/2019,159,75,54.05
3378,-15.3936,130.8378,8/7/2019,447,75,68.95
3313,-25.5021,131.9575,8/7/2019,202,75,48.75
3179,-14.7417,130.7383,8/7/2019,159,75,53.35
3361,-16.113,126.0862,8/7/2019,447,82,64.05
3373,-15.3114,131.1515,8/7/2019,447,82,66.55
3129,-32.5239,147.7567,8/7/2019,25,75,42.85
3187,-15.1185,129.9351,8/7/2019,159,75,55.05
3183,-14.5817,126.7631,8/7/2019,159,75,54.75
3369,-14.3507,134.8976,8/7/2019,447,82,62.95
3176,-14.6542,130.7001,8/7/2019,159,76,53.85
3174,-14.6486,130.7234,8/7/2019,159,76,58.05
3138,-33.2238,147.1518,8/7/2019,25,76,42.65
3377,-15.3467,131.0376,8/7/2019,447,76,66.55
3300,-17.6444,123.2694,8/7/2019,200,76,55.25
3529,-16.0567,126.0914,8/7/2019,1412,76,35.85
3434,-13.3996,132.1252,8/7/2019,448,82,61.65
3291,-14.6098,130.6962,8/7/2019,159,51,55.25
3556,-13.4824,132.1632,8/7/2019,1413,76,35.95
3473,-12.8189,132.6799,8/7/2019,448,82,62.15
3441,-13.4894,132.1448,8/7/2019,448,82,61.75
3145,-34.5842,147.9636,8/7/2019,26,51,28.95
3184,-15.1652,130.4753,8/7/2019,159,81,59.15
3305,-25.5046,131.9879,8/7/2019,202,81,54.75
3117,-23.3854,145.4348,8/7/2019,23,77,50.55
3116,-23.3835,145.4233,8/7/2019,23,77,50.05
3366,-14.2301,132.6496,8/7/2019,447,72,55.65
3587,-25.864,149.6124,8/7/2019,2328,72,38.75
3476,-12.6604,133.9259,8/7/2019,448,85,64.65
3226,-15.4555,130.799,8/7/2019,159,71,63.05
3253,-16.0472,126.0806,8/7/2019,159,91,70.85
3298,-17.6305,123.2411,8/7/2019,200,91,71.35
3296,-17.6274,123.2212,8/7/2019,200,91,71.85
3389,-11.4796,130.857,8/7/2019,448,91,70.85
3327,-33.904,142.6312,8/7/2019,442,66,36.95
3263,-16.1597,126.0995,8/7/2019,159,66,54.85
3277,-13.4716,132.1444,8/7/2019,159,66,46.45
3477,-12.6591,133.9351,8/7/2019,448,66,55.55
3478,-12.8607,132.5803,8/7/2019,448,66,54.65
3115,-15.6317,142.0227,8/7/2019,21,67,43.25
3312,-25.4896,131.9895,8/7/2019,202,90,67.75
3267,-16.1688,126.0981,8/7/2019,159,90,69.15
3222,-15.4318,130.8022,8/7/2019,159,91,71.25
3264,-16.161,126.109,8/7/2019,159,90,70.25
3157,-11.3395,130.9395,8/7/2019,158,67,49.05
3343,-15.8067,137.0642,8/7/2019,447,90,71.75
3558,-14.3,130.7588,8/7/2019,1413,67,33.05
3258,-16.0873,126.1067,8/7/2019,159,89,67.85
3255,-16.0562,126.0792,8/7/2019,159,89,68.65
3194,-15.3131,131.1259,8/7/2019,159,89,68.65
3180,-14.3992,126.6503,8/7/2019,159,89,68.65
3330,-23.396,145.4122,8/7/2019,444,67,46.05
3177,-14.6562,130.7161,8/7/2019,159,89,68.25
3386,-15.5342,130.6821,8/7/2019,447,67,52.85
3279,-13.51,132.14,8/7/2019,159,67,46.95
3481,-11.366,130.9424,8/7/2019,448,67,50.95
3133,-32.9785,146.4516,8/7/2019,25,67,42.85
3125,-32.1849,146.9432,8/7/2019,25,91,65.55
3307,-25.4883,131.9657,8/7/2019,202,91,69.45
3393,-11.4096,132.5057,8/7/2019,448,66,50.25
3270,-16.1856,126.0859,8/7/2019,159,64,54.65
3458,-12.1761,134.5363,8/7/2019,448,64,56.45
3581,-15.3175,131.1446,8/7/2019,1717,54,30.05
3193,-15.1285,129.913,8/7/2019,159,64,51.35
3219,-15.3982,130.8236,8/7/2019,159,64,61.95
3585,-20.6804,117.9206,8/7/2019,1719,54,30.85
3186,-15.1767,130.4738,8/7/2019,159,54,50.55
3351,-15.605,136.5918,8/7/2019,447,54,59.45
3165,-11.4784,130.8642,8/7/2019,158,54,52.95
3164,-11.4729,130.8206,8/7/2019,158,54,52.25
3335,-16.39,136.998,8/7/2019,447,92,74.75
3342,-16.3102,136.9234,8/7/2019,447,92,74.15
3550,-12.8557,132.6066,8/7/2019,1413,65,32.55
3375,-15.3615,130.8456,8/7/2019,447,92,73.35
3156,-12.8637,132.5973,8/7/2019,158,65,46.15
3398,-11.5365,130.8922,8/7/2019,448,65,57.05
3319,-33.0073,137.58,8/7/2019,442,65,37.65
3372,-15.3544,130.8198,8/7/2019,447,65,59.65
3126,-32.1864,146.954,8/7/2019,25,65,36.75
3445,-14.4235,126.6526,8/7/2019,448,65,51.15
3240,-15.5668,130.4109,8/7/2019,159,92,72.45
3175,-14.6582,130.7059,8/7/2019,159,92,72.85
3554,-13.4732,132.1427,8/7/2019,1413,91,42.25
3171,-12.837,134.2686,8/7/2019,158,53,41.75
3521,-15.3561,131.0625,8/7/2019,1412,91,42.25
3200,-15.333,131.0874,8/7/2019,159,66,62.65
3143,-33.4015,145.5,8/7/2019,25,66,34.65
3273,-13.4035,132.119,8/7/2019,159,67,47.75
3490,-29.8988,115.5093,8/7/2019,622,64,35.25
3198,-15.1763,129.8495,8/7/2019,159,68,54.25
3285,-14.2861,130.7463,8/7/2019,159,68,53.25
3266,-16.1674,126.0887,8/7/2019,159,87,68.05
3284,-14.0117,130.6677,8/7/2019,159,87,65.25
3557,-13.4947,132.1655,8/7/2019,1413,87,40.15
3227,-15.4576,130.8159,8/7/2019,159,87,72.95
3238,-15.5765,130.5876,8/7/2019,159,87,65.45
3552,-13.464,132.1224,8/7/2019,1413,87,40.05
3551,-13.4093,132.1259,8/7/2019,1413,87,40.05
3308,-25.491,131.9962,8/7/2019,202,87,62.35
3545,-12.287,131.1909,8/7/2019,1413,87,40.15
3137,-33.2223,147.1407,8/7/2019,25,70,38.15
3492,-28.9996,116.0421,8/7/2019,622,70,42.65
3416,-12.7181,133.9132,8/7/2019,448,70,53.25
3304,-21.1158,119.7845,8/7/2019,201,70,45.45
3380,-15.4007,130.8444,8/7/2019,447,70,61.05
3339,-16.3311,136.9159,8/7/2019,447,86,67.45
3462,-12.243,134.2043,8/7/2019,448,71,77.35
3446,-14.09,130.6823,8/7/2019,448,71,56.85
3203,-15.3528,131.0497,8/7/2019,159,86,65.55
3192,-15.1267,129.8991,8/7/2019,159,86,64.15
3211,-15.3687,130.8339,8/7/2019,159,86,72.75
3483,-11.4111,130.7534,8/7/2019,448,71,52.55
3254,-16.0549,126.0698,8/7/2019,159,86,64.25
3303,-21.1134,119.7706,8/7/2019,201,71,46.05
3432,-13.0853,134.2379,8/7/2019,448,71,53.85
3421,-12.7258,133.9237,8/7/2019,448,71,53.85
3155,-12.8612,132.5766,8/7/2019,158,71,48.65
3540,-15.1195,129.9018,8/7/2019,1412,70,33.75
3388,-16.0988,126.0789,8/7/2019,447,87,66.25
3419,-12.8616,132.9689,8/7/2019,448,87,67.65
3331,-23.3896,145.4432,8/7/2019,444,70,50.55
3251,-15.683,130.5184,8/7/2019,159,68,49.55
3314,-34.3204,116.9794,8/7/2019,205,68,36.15
3414,-11.481,130.8463,8/7/2019,448,89,67.55
3539,-15.1176,129.9137,8/7/2019,1412,68,33.15
3185,-15.1673,130.4921,8/7/2019,159,68,54.25
3507,-15.578,130.6235,8/7/2019,1412,89,41.15
3501,-15.6436,130.5212,8/7/2019,1412,89,41.15
3396,-11.3757,132.3519,8/7/2019,448,68,50.75
3439,-13.4726,132.1459,8/7/2019,448,53,55.35
3365,-16.0958,126.1063,8/7/2019,447,89,69.75
3382,-15.4391,130.7879,8/7/2019,447,89,68.55
3536,-15.215,130.4548,8/7/2019,1412,88,40.95
3294,-17.6243,123.2012,8/7/2019,200,88,67.15
3136,-32.9891,146.4606,8/7/2019,25,69,45.25
3424,-12.7363,134.5448,8/7/2019,448,69,55.35
3422,-12.3098,136.7766,8/7/2019,448,69,48.65
3447,-12.8594,132.5897,8/7/2019,448,69,55.75
3468,-12.7048,132.3807,8/7/2019,448,69,53.25
3348,-15.7087,137.0239,8/7/2019,447,69,59.95
3328,-33.4355,145.6288,8/7/2019,442,69,39.45
3205,-15.3455,131.0448,8/7/2019,159,69,60.75
3191,-15.1192,129.9288,8/7/2019,159,69,53.55
3243,-15.5843,130.5541,8/7/2019,159,87,65.15
3215,-15.3827,130.8491,8/7/2019,159,87,73.15
3358,-15.4742,135.3992,8/7/2019,447,87,68.85
3350,-15.6273,136.5739,8/7/2019,447,87,67.45
3333,-16.3295,136.9267,8/7/2019,447,87,68.05
3332,-17.6237,138.7019,8/7/2019,446,68,57.75
3278,-13.4844,132.143,8/7/2019,159,57,52.45
3502,-15.631,130.5322,8/7/2019,1412,89,41.15
3553,-13.4609,132.1405,8/7/2019,1413,100,55.65
3246,-15.6385,130.5144,8/7/2019,159,55,47.45
3167,-12.6774,133.9416,8/7/2019,158,55,42.75
3257,-16.0859,126.0973,8/7/2019,159,100,99.85
3431,-13.0866,134.2287,8/7/2019,448,55,49.85
3511,-15.5333,130.6972,8/7/2019,1412,100,51.65
3518,-16.1095,126.1091,8/7/2019,1412,100,53.55
3337,-16.3189,137.0585,8/7/2019,447,57,53.35
3520,-15.3539,131.0764,8/7/2019,1412,100,47.15
3293,-17.6181,123.2227,8/7/2019,200,100,112.65
3292,-14.6117,130.712,8/7/2019,159,100,92.45
3436,-13.1388,134.3085,8/7/2019,448,56,48.85
3453,-11.6357,132.7964,8/7/2019,448,100,92.35
3463,-12.4838,133.1709,8/7/2019,448,55,55.45
3423,-12.73,134.5247,8/7/2019,448,56,51.75
3504,-15.6366,130.5266,8/7/2019,1412,100,51.15
3508,-15.5842,130.5846,8/7/2019,1412,100,49.65
3491,-28.0243,114.2296,8/7/2019,622,56,33.35
3525,-15.3659,130.8635,8/7/2019,1412,100,76.25
3526,-15.3681,130.8499,8/7/2019,1412,100,83.15
3561,-14.5836,130.7127,8/7/2019,1413,100,58.45
3261,-16.095,126.0959,8/7/2019,159,100,102.25
3562,-14.5814,130.7264,8/7/2019,1413,100,70.85
3563,-14.5857,130.7188,8/7/2019,1413,100,76.45
3506,-15.6072,130.509,8/7/2019,1412,56,31.95
3124,-32.1205,147.883,8/7/2019,25,56,34.05
3564,-14.5834,130.7327,8/7/2019,1413,100,60.15
3340,-16.3198,136.9251,8/7/2019,447,100,97.85
3532,-15.301,130.8327,8/7/2019,1412,100,52.15
3543,-14.6245,130.7537,8/7/2019,1413,100,48.95
3391,-11.4226,132.4792,8/7/2019,448,100,100.95
3196,-15.2367,130.412,8/7/2019,159,55,48.25
3318,-33.8632,148.454,8/7/2019,442,56,30.55
3370,-15.2464,130.4011,8/7/2019,447,55,54.45
3371,-15.3239,130.8155,8/7/2019,447,100,88.25
3119,-31.6098,151.09,8/7/2019,25,57,33.75
3479,-11.3349,130.9325,8/7/2019,448,57,49.95
3383,-15.4375,130.8001,8/7/2019,447,100,106.35
3405,-11.4262,130.7883,8/7/2019,448,100,89.35
3404,-11.4276,130.7777,8/7/2019,448,100,108.75
3641,-15.3872,130.855,8/8/2019,104,80,55.65
3604,-12.9204,141.6738,8/8/2019,103,78,53.55
3802,-32.1976,146.7315,8/8/2019,1312,92,42.75
3652,-15.6158,130.5253,8/8/2019,104,73,49.55
3634,-16.3345,136.9288,8/8/2019,104,78,56.95
3678,-31.6107,151.0963,8/8/2019,347,73,39.55
3790,-13.4058,132.1183,8/8/2019,531,65,47.85
3713,-29.224,148.3379,8/8/2019,348,58,38.85
3830,-12.6689,131.3006,8/8/2019,1318,58,30.75
3845,-13.4641,132.1518,8/8/2019,1318,84,39.05
3831,-12.6656,131.3297,8/8/2019,1318,58,30.85
3776,-15.1598,130.5656,8/8/2019,530,73,54.35
3664,-32.8837,146.2211,8/8/2019,347,58,37.75
3655,-34.196,142.2563,8/8/2019,109,58,32.25
3789,-13.9424,130.4824,8/8/2019,530,73,51.45
3852,-29.9016,152.9055,8/8/2019,1447,51,31.75
3804,-31.3009,151.3539,8/8/2019,1312,65,32.55
3673,-31.6934,148.8074,8/8/2019,347,84,54.55
3689,-32.4358,147.6115,8/8/2019,347,59,37.15
3688,-31.8121,151.5081,8/8/2019,347,65,34.05
3704,-26.2404,150.9976,8/8/2019,348,78,52.05
3788,-13.9384,130.5055,8/8/2019,530,74,52.45
3694,-29.913,152.8589,8/8/2019,347,84,68.55
3703,-26.2419,150.9876,8/8/2019,348,74,48.05
3828,-15.4048,131.0589,8/8/2019,1317,78,36.55
3672,-31.6834,148.8058,8/8/2019,347,52,37.35
3616,-14.5857,131.6734,8/8/2019,104,65,47.95
3700,-32.9945,146.4568,8/8/2019,347,58,35.85
3669,-31.1067,149.3132,8/8/2019,347,80,49.35
3724,-23.5148,148.0526,8/8/2019,349,74,60.75
3639,-15.3875,130.8607,8/8/2019,104,80,56.05
3657,-20.677,117.9041,8/8/2019,244,59,49.05
3766,-15.3945,131.1089,8/8/2019,530,73,59.85
3617,-14.5901,131.6977,8/8/2019,104,98,83.25
3839,-13.4444,132.1689,8/8/2019,1318,84,39.05
3735,-14.1368,143.4366,8/8/2019,352,90,67.25
3635,-15.3732,131.1217,8/8/2019,104,85,62.15
3699,-34.1946,142.2215,8/8/2019,347,66,34.65
3650,-15.6008,130.5279,8/8/2019,104,85,60.95
3630,-15.2114,130.4873,8/8/2019,104,53,42.15
3793,-11.4281,130.8678,8/8/2019,531,78,52.15
3637,-15.3597,131.1174,8/8/2019,104,53,50.75
3615,-14.5813,131.6487,8/8/2019,104,66,45.55
3681,-29.8839,152.8641,8/8/2019,347,85,53.75
3875,-15.249,130.3798,8/8/2019,1622,51,30.65
3645,-15.5657,131.4147,8/8/2019,104,72,49.35
3614,-15.7212,143.1131,8/8/2019,104,72,51.45
3736,-14.1178,143.3191,8/8/2019,352,72,46.95
3822,-15.3887,131.0573,8/8/2019,1317,72,40.15
3784,-13.9871,130.6658,8/8/2019,530,56,49.65
3623,-15.7056,137.034,8/8/2019,104,90,69.05
3670,-31.5749,146.4954,8/8/2019,347,72,42.85
3710,-28.5375,148.2193,8/8/2019,348,65,40.85
3677,-31.3092,152.5704,8/8/2019,347,100,90.75
3707,-26.4194,149.9301,8/8/2019,348,55,40.85
3751,-15.5958,130.5429,8/8/2019,530,65,53.55
3709,-27.0511,151.9269,8/8/2019,348,84,57.75
3715,-29.8582,149.7429,8/8/2019,348,73,44.45
3729,-22.4825,148.9117,8/8/2019,350,73,57.65
3714,-29.6656,148.1219,8/8/2019,348,59,38.75
3844,-13.4468,132.1758,8/8/2019,1318,65,32.45
3847,-12.4346,142.1358,8/8/2019,1318,65,32.45
3619,-14.6042,131.6949,8/8/2019,104,66,53.35
3849,-28.43,152.844,8/8/2019,1446,65,32.55
3654,-25.1312,131.2748,8/8/2019,107,65,38.55
3612,-13.7674,131.0524,8/8/2019,104,91,70.35
3721,-25.6213,148.5426,8/8/2019,349,57,43.65
3632,-16.3251,136.9303,8/8/2019,104,91,71.05
3773,-15.3139,131.2149,8/8/2019,530,53,50.75
3798,-12.4783,133.1593,8/8/2019,531,66,46.85
3840,-13.4618,132.1451,8/8/2019,1318,90,41.65
3734,-14.1478,143.438,8/8/2019,352,91,68.55
3763,-15.4043,131.0927,8/8/2019,530,73,54.25
3665,-32.534,147.7402,8/8/2019,347,80,47.05
3754,-15.5979,130.5608,8/8/2019,530,81,60.45
3719,-25.8594,149.5897,8/8/2019,349,79,55.35
3651,-15.6102,130.4957,8/8/2019,104,79,54.25
3684,-32.1875,146.9392,8/8/2019,347,61,35.05
3671,-31.8674,147.0693,8/8/2019,347,61,35.05
3780,-14.5697,130.6974,8/8/2019,530,81,59.05
3659,-21.1084,119.7846,8/8/2019,244,77,50.95
3772,-16.1606,126.0613,8/8/2019,530,76,62.65
3597,-12.7928,132.5334,8/8/2019,103,51,39.85
3631,-16.3156,136.9319,8/8/2019,104,82,61.05
3756,-15.5522,130.6642,8/8/2019,530,59,57.15
3627,-16.3178,137.0687,8/8/2019,104,62,49.45
3606,-15.6046,143.2549,8/8/2019,104,62,46.95
3592,-12.4059,141.9379,8/8/2019,103,62,40.55
3870,-15.6923,137.035,8/8/2019,1622,59,32.75
3741,-30.874,121.4916,8/8/2019,526,62,38.25
3855,-29.9174,152.8717,8/8/2019,1447,82,47.75
3679,-32.1984,146.7295,8/8/2019,347,82,51.45
3775,-15.1852,130.5008,8/8/2019,530,62,51.35
3760,-15.4872,130.7936,8/8/2019,530,81,60.05
3829,-12.4362,142.1254,8/8/2019,1318,79,36.75
3841,-13.4588,132.1707,8/8/2019,1318,81,37.65
3758,-16.7719,122.863,8/8/2019,530,51,49.35
3656,-20.6784,117.898,8/8/2019,244,77,51.15
3753,-15.5941,130.5823,8/8/2019,530,60,54.55
3720,-25.9014,147.0917,8/8/2019,349,60,41.85
3667,-31.1038,149.306,8/8/2019,347,60,36.05
3668,-31.1023,149.3179,8/8/2019,347,60,35.95
3591,-12.4045,141.9277,8/8/2019,103,61,40.15
3686,-32.2279,147.4429,8/8/2019,347,60,37.85
3599,-14.1388,143.4492,8/8/2019,103,77,48.45
3816,-25.0784,148.2945,8/8/2019,1314,77,36.25
3701,-26.7528,147.9442,8/8/2019,348,81,55.65
3874,-15.2461,130.3633,8/8/2019,1622,79,36.95
3647,-15.5982,130.5055,8/8/2019,104,97,81.35
3778,-14.5792,130.7232,8/8/2019,530,61,50.95
3739,-12.4297,142.1273,8/8/2019,352,61,51.75
