,latitude,longitude,acq_date,acq_time,confidence,fire_temperature
34041,-16.5687,124.9127,9/27/2019,518,74,63.35
34110,-13.3734,132.3838,9/27/2019,518,52,67.15
34296,-29.686,152.3251,9/27/2019,2359,78,52.75
33890,-17.142,143.3451,9/27/2019,52,73,63.65
34023,-17.1159,143.3022,9/27/2019,339,78,58.25
34019,-15.9493,144.586,9/27/2019,339,78,56.35
34094,-12.5051,135.639,9/27/2019,518,78,59.85
34003,-22.4338,150.6724,9/27/2019,337,75,64.75
33998,-27.6101,149.0034,9/27/2019,336,100,107.55
34234,-15.477,126.8815,9/27/2019,1443,80,39.55
34160,-29.9004,152.0577,9/27/2019,1300,52,29.75
34111,-13.3754,132.3707,9/27/2019,518,78,64.05
34083,-16.4591,124.1342,9/27/2019,518,78,64.45
34264,-11.8418,142.3163,9/27/2019,1608,54,31.05
34036,-33.7216,142.9901,9/27/2019,512,80,54.05
34292,-29.7547,152.5394,9/27/2019,2359,84,59.95
34202,-12.9453,141.6758,9/27/2019,1305,80,37.25
33999,-27.623,148.989,9/27/2019,336,100,89.75
33992,-30.7266,152.0736,9/27/2019,335,80,52.25
33881,-17.1089,143.31,9/27/2019,52,82,64.15
33888,-16.1066,136.7144,9/27/2019,52,100,121.05
34098,-13.3581,132.0902,9/27/2019,518,82,65.95
34032,-14.2972,143.5691,9/27/2019,340,78,54.65
34045,-15.5804,134.7975,9/27/2019,518,81,72.85
34044,-15.5741,134.8163,9/27/2019,518,81,69.25
33902,-16.3736,124.131,9/27/2019,230,74,60.15
33922,-32.8598,116.43,9/27/2019,235,54,39.85
33863,-14.8147,141.715,9/27/2019,51,75,61.05
34287,-29.7099,152.3037,9/27/2019,2359,78,52.85
34031,-14.3057,143.5651,9/27/2019,340,82,58.35
34254,-16.6186,127.6804,9/27/2019,1443,77,36.05
33919,-32.1575,116.1072,9/27/2019,235,76,51.85
33982,-30.7791,152.1293,9/27/2019,335,81,75.95
33989,-30.7363,152.0748,9/27/2019,335,81,52.95
34063,-15.4642,126.8391,9/27/2019,518,74,63.85
34108,-14.2434,126.6296,9/27/2019,518,77,71.95
34224,-29.8072,152.3624,9/27/2019,1435,77,36.05
33993,-30.4953,152.2018,9/27/2019,335,100,116.35
34116,-14.0298,130.0108,9/27/2019,518,87,76.05
33896,-17.1985,143.3607,9/27/2019,52,86,69.45
34255,-14.357,126.9817,9/27/2019,1443,57,31.45
34124,-12.6216,130.771,9/27/2019,519,94,99.35
34166,-29.744,152.5274,9/27/2019,1300,60,31.35
34073,-16.4383,124.1254,9/27/2019,518,98,85.25
33937,-30.8331,152.1076,9/27/2019,335,92,70.75
34157,-29.9897,152.3898,9/27/2019,1300,92,42.85
34015,-17.2022,143.3517,9/27/2019,339,71,60.55
34199,-13.3733,132.4388,9/27/2019,1305,62,31.75
34189,-11.8154,142.2647,9/27/2019,1305,62,37.85
34251,-16.5236,123.9586,9/27/2019,1443,57,43.35
34081,-16.4633,124.1014,9/27/2019,518,57,57.25
34112,-13.3723,132.3888,9/27/2019,518,56,64.65
33850,-11.7504,142.471,9/27/2019,50,63,47.05
34161,-29.8101,152.3568,9/27/2019,1300,100,48.55
34072,-16.4243,124.1567,9/27/2019,518,62,65.55
34042,-16.6343,124.8979,9/27/2019,518,71,62.05
34190,-11.8142,142.2738,9/27/2019,1305,65,32.55
34184,-11.766,142.354,9/27/2019,1305,100,47.35
34158,-29.9926,152.3736,9/27/2019,1300,56,32.15
33858,-14.313,143.6893,9/27/2019,51,71,53.65
34129,-12.9075,130.5003,9/27/2019,519,91,74.35
34016,-17.1314,143.3112,9/27/2019,339,58,55.45
34250,-16.51,123.9708,9/27/2019,1443,94,43.85
33874,-15.9484,144.5969,9/27/2019,51,91,70.95
34181,-11.7596,142.3344,9/27/2019,1305,94,43.55
34215,-12.4148,132.84,9/27/2019,1305,62,31.75
34252,-16.5212,123.973,9/27/2019,1443,100,58.15
33933,-30.8413,152.1215,9/27/2019,335,92,70.15
33848,-12.9495,141.6839,9/27/2019,50,63,58.45
34010,-22.396,150.562,9/27/2019,337,56,53.15
34132,-12.6116,130.7623,9/27/2019,519,85,82.85
34242,-16.3732,124.0973,9/27/2019,1443,100,73.45
34212,-14.3031,143.6527,9/27/2019,1305,100,51.75
34276,-16.613,127.6885,9/27/2019,1610,63,32.05
34246,-16.5062,123.9248,9/27/2019,1443,69,36.05
34017,-17.1286,143.3387,9/27/2019,339,87,65.75
34269,-14.2992,143.6533,9/27/2019,1609,63,32.35
34253,-16.62,127.6733,9/27/2019,1443,69,33.45
34049,-14.0271,130.0039,9/27/2019,518,94,103.65
33987,-30.746,152.0764,9/27/2019,335,93,72.55
33891,-16.113,136.7072,9/27/2019,52,92,74.75
33916,-31.3866,115.8126,9/27/2019,234,90,67.05
33936,-30.8459,152.0835,9/27/2019,335,62,58.85
33911,-21.7496,119.6552,9/27/2019,232,87,68.55
33854,-12.434,141.8689,9/27/2019,50,91,69.25
34077,-16.4494,124.1326,9/27/2019,518,95,80.15
34194,-11.8527,142.3264,9/27/2019,1305,91,42.05
33869,-13.8531,132.8154,9/27/2019,51,60,48.45
33862,-14.3249,143.707,9/27/2019,51,59,48.75
34173,-17.1406,143.3519,9/27/2019,1304,71,34.65
34140,-32.4354,116.0149,9/27/2019,652,71,43.35
34099,-13.355,132.1088,9/27/2019,518,100,117.95
33877,-15.9623,144.5992,9/27/2019,51,58,46.15
33967,-29.8739,152.2112,9/27/2019,335,65,55.75
34177,-15.9351,144.5799,9/27/2019,1304,94,43.65
33898,-19.6803,146.9496,9/27/2019,52,57,53.95
34025,-17.1276,143.3314,9/27/2019,339,88,67.75
33866,-13.3412,132.0722,9/27/2019,51,62,48.45
34127,-12.5182,132.0764,9/27/2019,519,58,55.15
34128,-12.3993,132.8501,9/27/2019,519,58,58.45
33945,-30.8122,152.1163,9/27/2019,335,99,85.15
33984,-30.7597,152.1268,9/27/2019,335,60,69.05
34114,-14.322,126.9104,9/27/2019,518,92,76.05
34005,-22.4405,150.6955,9/27/2019,337,59,68.55
33864,-14.8237,141.7136,9/27/2019,51,92,74.65
34066,-16.3927,124.0967,9/27/2019,518,70,61.65
34071,-16.4286,124.1243,9/27/2019,518,70,66.45
34095,-12.4949,135.6451,9/27/2019,518,70,54.65
34139,-32.1667,116.0907,9/27/2019,652,70,52.05
34192,-11.845,142.3159,9/27/2019,1305,98,46.05
33980,-30.7887,152.1318,9/27/2019,335,98,85.35
33995,-30.042,152.4345,9/27/2019,335,70,43.25
33974,-30.0222,152.3313,9/27/2019,335,86,59.65
33969,-29.8934,152.078,9/27/2019,335,58,58.65
34134,-31.3995,115.7853,9/27/2019,652,65,41.65
34191,-11.8463,142.3067,9/27/2019,1305,88,40.85
34061,-15.4552,126.8377,9/27/2019,518,98,84.85
33923,-33.7244,142.9736,9/27/2019,334,88,64.35
34020,-15.9623,144.5879,9/27/2019,339,58,48.85
34257,-11.8126,142.2458,9/27/2019,1608,56,30.45
33887,-17.1011,143.3212,9/27/2019,52,92,74.75
34093,-16.5701,124.9025,9/27/2019,518,91,75.65
33912,-21.7511,119.6677,9/27/2019,232,60,53.35
34165,-29.8114,152.3516,9/27/2019,1300,100,50.75
33924,-33.7273,142.9706,9/27/2019,334,86,60.75
34026,-17.1423,143.333,9/27/2019,339,58,55.75
34097,-13.3426,132.1066,9/27/2019,518,58,58.75
33970,-29.9044,152.0677,9/27/2019,335,95,77.05
34123,-12.6241,130.7559,9/27/2019,519,100,95.95
33878,-15.5214,135.1012,9/27/2019,51,62,50.75
33953,-29.8167,152.3554,9/27/2019,335,60,40.95
34103,-13.3453,132.2419,9/27/2019,518,58,59.85
34180,-14.7542,142.2066,9/27/2019,1305,95,44.35
33942,-30.8247,152.0945,9/27/2019,335,91,68.35
33949,-29.8203,152.2496,9/27/2019,335,56,47.95
34271,-13.3628,132.123,9/27/2019,1609,59,31.05
34038,-25.0491,128.2724,9/27/2019,515,57,58.15
34225,-29.9879,152.3841,9/27/2019,1435,59,30.95
33950,-29.8058,152.3654,9/27/2019,335,59,45.45
34155,-29.9915,152.3792,9/27/2019,1300,91,42.35
33868,-13.3485,132.1057,9/27/2019,51,98,84.75
34051,-13.9075,132.8727,9/27/2019,518,86,69.25
34014,-17.2021,143.3472,9/27/2019,339,67,58.65
33979,-30.0235,152.4729,9/27/2019,335,67,53.55
33985,-30.764,152.0917,9/27/2019,335,67,67.05
34070,-16.4466,123.9124,9/27/2019,518,90,73.45
34001,-22.3989,150.5684,9/27/2019,337,61,58.95
34201,-12.6778,141.9444,9/27/2019,1305,72,34.35
33847,-12.9481,141.6745,9/27/2019,50,98,84.05
33921,-32.8577,116.424,9/27/2019,235,69,43.45
34223,-12.4118,132.8329,9/27/2019,1306,59,31.15
34080,-16.4863,123.9234,9/27/2019,518,60,62.85
33844,-12.9389,141.6759,9/27/2019,50,61,56.75
33899,-17.1075,143.3003,9/27/2019,52,87,68.75
33926,-30.0219,152.4849,9/27/2019,335,69,45.85
34002,-22.4244,150.6709,9/27/2019,337,69,71.65
33938,-30.8345,152.0956,9/27/2019,335,61,58.85
34012,-17.1167,143.3094,9/27/2019,339,69,57.25
34060,-13.9278,132.9053,9/27/2019,518,89,72.25
33948,-29.7517,152.5641,9/27/2019,335,87,61.65
34096,-14.1708,126.555,9/27/2019,518,69,74.55
34207,-14.2958,143.576,9/27/2019,1305,90,41.75
33972,-29.9156,152.0571,9/27/2019,335,90,66.55
34018,-15.9279,144.5553,9/27/2019,339,60,48.65
34211,-14.3045,143.6435,9/27/2019,1305,100,50.75
33909,-20.9241,118.6238,9/27/2019,231,61,54.15
34052,-13.9039,132.8937,9/27/2019,518,72,59.65
34104,-14.2438,126.5635,9/27/2019,518,61,59.65
34039,-22.9129,122.1989,9/27/2019,516,93,77.45
34006,-22.4732,150.707,9/27/2019,337,63,66.05
33934,-30.8427,152.1096,9/27/2019,335,93,73.05
34056,-13.9055,132.8799,9/27/2019,518,89,71.95
33873,-15.947,144.5862,9/27/2019,51,99,84.85
34204,-14.2868,143.5746,9/27/2019,1305,98,46.05
34105,-14.2344,126.6282,9/27/2019,518,63,60.35
33903,-16.376,124.1522,9/27/2019,230,68,60.15
34100,-13.3518,132.1273,9/27/2019,518,93,77.15
33976,-30.0318,152.3325,9/27/2019,335,90,66.75
33975,-30.0333,152.3204,9/27/2019,335,90,66.75
33867,-13.3489,132.1132,9/27/2019,51,97,81.65
34082,-16.4619,124.1125,9/27/2019,518,64,58.35
34273,-12.4031,132.8617,9/27/2019,1609,100,48.15
34000,-27.6213,149.005,9/27/2019,336,90,67.45
34013,-17.1433,143.3404,9/27/2019,339,61,54.45
33958,-29.8561,152.1977,9/27/2019,335,97,81.65
33853,-12.4249,141.8703,9/27/2019,50,97,80.15
34092,-16.5594,124.9112,9/27/2019,518,63,60.15
34193,-11.854,142.3172,9/27/2019,1305,100,47.45
34186,-11.8103,142.2358,9/27/2019,1305,61,31.55
33939,-30.8205,152.1297,9/27/2019,335,98,82.55
34131,-12.614,130.7472,9/27/2019,519,72,66.65
34075,-16.4466,124.1379,9/27/2019,518,72,67.85
34091,-16.5607,124.9009,9/27/2019,518,98,85.35
34159,-29.9112,152.0605,9/27/2019,1300,97,45.35
33928,-30.8593,152.1362,9/27/2019,335,64,60.05
34028,-14.7323,142.224,9/27/2019,340,64,51.05
34130,-11.5729,132.852,9/27/2019,519,63,48.05
34294,-29.7796,152.3965,9/27/2019,2359,63,43.45
34115,-14.0193,130.009,9/27/2019,518,87,110.85
34241,-16.3758,124.0819,9/27/2019,1443,100,56.55
34022,-17.1188,143.2746,9/27/2019,339,68,56.65
34078,-16.4479,124.1438,9/27/2019,518,96,81.65
34138,-32.1702,116.0836,9/27/2019,652,57,47.65
34043,-15.5791,134.7893,9/27/2019,518,68,63.95
34278,-16.6132,127.6926,9/27/2019,1610,63,31.85
34203,-14.2881,143.5654,9/27/2019,1305,66,37.35
34135,-31.3919,115.8186,9/27/2019,652,67,42.85
34109,-14.2524,126.631,9/27/2019,518,60,58.45
34209,-14.2968,143.6328,9/27/2019,1305,100,52.15
34057,-14.423,129.9029,9/27/2019,518,90,73.55
34121,-12.6128,130.754,9/27/2019,519,96,80.65
33932,-30.8541,152.0974,9/27/2019,335,85,59.35
33852,-12.4235,141.8609,9/27/2019,50,72,51.75
33849,-12.9452,141.6554,9/27/2019,50,72,61.45
34259,-11.7274,142.1487,9/27/2019,1608,66,32.85
34216,-11.6216,142.2051,9/27/2019,1305,66,32.75
33973,-29.9958,152.3865,9/27/2019,335,85,58.85
34210,-14.2955,143.6421,9/27/2019,1305,100,46.95
33845,-12.9437,141.6459,9/27/2019,50,96,80.65
33855,-15.9565,144.5848,9/27/2019,51,69,50.45
33894,-17.1866,143.3425,9/27/2019,52,69,56.95
34245,-16.4299,124.1084,9/27/2019,1443,90,42.15
33904,-16.3866,124.1288,9/27/2019,230,66,58.15
34153,-30.0252,152.3228,9/27/2019,1300,70,33.75
33956,-29.8606,152.1616,9/27/2019,335,66,61.15
33935,-30.8443,152.0969,9/27/2019,335,96,77.25
34239,-16.3565,124.1366,9/27/2019,1443,60,38.05
34235,-16.3578,123.9163,9/27/2019,1443,100,48.85
33860,-14.3222,143.688,9/27/2019,51,64,52.75
34197,-13.3915,132.4342,9/27/2019,1305,99,46.55
33857,-12.5068,135.6689,9/27/2019,51,64,47.95
34200,-13.391,132.4411,9/27/2019,1305,100,50.05
34236,-16.3691,123.9182,9/27/2019,1443,100,73.85
33941,-30.8233,152.1066,9/27/2019,335,92,70.35
34120,-12.6229,130.7643,9/27/2019,519,87,104.85
34183,-11.7673,142.3449,9/27/2019,1305,100,47.75
34040,-22.9148,122.1804,9/27/2019,516,64,58.25
34218,-11.6602,142.2577,9/27/2019,1305,72,34.35
34282,-22.4541,150.713,9/27/2019,2358,66,54.25
34076,-16.4764,123.9221,9/27/2019,518,66,60.85
33959,-29.873,152.1407,9/27/2019,335,68,54.25
34222,-11.761,142.194,9/27/2019,1305,100,47.15
34403,-13.9686,132.8963,9/28/2019,134,75,61.85
34544,-17.1084,143.3466,9/28/2019,422,92,76.25
34398,-13.9173,132.9198,9/28/2019,134,75,61.95
34757,-13.4089,132.3811,9/28/2019,1348,100,84.15
34681,-12.5525,135.6127,9/28/2019,423,65,63.95
34408,-14.2432,126.517,9/28/2019,134,65,54.05
34773,-15.4651,126.8778,9/28/2019,1348,100,51.25
34756,-13.4102,132.3719,9/28/2019,1348,100,54.45
34476,-32.0828,145.5551,9/28/2019,418,65,50.65
34492,-31.2958,146.3375,9/28/2019,418,81,61.35
34666,-12.6427,135.7936,9/28/2019,423,88,69.05
34679,-12.5491,135.6395,9/28/2019,423,92,73.75
34472,-29.7155,152.3039,9/28/2019,418,81,58.15
34694,-12.3688,134.5463,9/28/2019,423,100,89.15
34569,-15.9275,144.5819,9/28/2019,422,83,65.55
34626,-12.9454,141.6699,9/28/2019,423,83,64.45
34593,-14.3133,143.6631,9/28/2019,423,74,58.95
34781,-12.4053,132.8346,9/28/2019,1348,100,51.35
34692,-12.3804,134.5478,9/28/2019,423,100,98.25
34413,-14.3311,126.961,9/28/2019,134,59,56.85
34302,-29.8109,152.3627,9/28/2019,0,83,58.25
34297,-30.7563,152.0929,9/28/2019,0,92,71.05
34433,-15.6445,134.7079,9/28/2019,134,99,85.15
34434,-15.653,134.6947,9/28/2019,134,83,66.45
34390,-13.8856,132.8282,9/28/2019,134,64,59.25
34471,-35.073,150.5889,9/28/2019,417,59,37.75
34512,-28.8933,148.5242,9/28/2019,418,64,53.95
34515,-27.4822,149.6754,9/28/2019,419,59,49.85
34628,-12.6867,141.9417,9/28/2019,423,64,54.75
34406,-14.2528,126.5536,9/28/2019,134,93,75.85
34395,-13.9055,132.9023,9/28/2019,134,81,65.55
34397,-13.9159,132.9104,9/28/2019,134,81,65.25
34749,-17.059,143.2653,9/28/2019,1347,57,30.85
34527,-17.0639,143.2998,9/28/2019,422,99,86.25
34814,-16.4456,123.9105,9/28/2019,1653,69,37.25
34770,-13.9112,132.9185,9/28/2019,1348,93,43.65
34359,-12.4919,131.7335,9/28/2019,134,93,77.35
34765,-14.0457,130.0736,9/28/2019,1348,64,33.35
34561,-17.1882,143.367,9/28/2019,422,59,69.25
34447,-16.6271,127.6784,9/28/2019,135,59,60.95
34487,-30.4969,152.2228,9/28/2019,418,81,56.65
34552,-17.1374,143.3515,9/28/2019,422,88,72.95
34308,-29.999,152.3882,9/28/2019,0,92,71.55
34572,-14.7395,142.2372,9/28/2019,423,59,58.65
34307,-29.9915,152.4003,9/28/2019,0,92,71.85
34620,-13.0052,141.7818,9/28/2019,423,77,59.15
34409,-14.2485,126.5477,9/28/2019,134,81,63.15
34646,-11.8677,142.2905,9/28/2019,423,88,67.35
34377,-13.3993,132.4558,9/28/2019,134,88,71.65
34664,-11.7664,142.3458,9/28/2019,423,59,57.75
34753,-13.3986,132.3889,9/28/2019,1348,100,67.15
34752,-13.3999,132.3797,9/28/2019,1348,100,76.15
34751,-13.4012,132.3706,9/28/2019,1348,100,70.35
34680,-12.5508,135.6262,9/28/2019,423,100,127.65
34725,-32.8547,116.4213,9/28/2019,557,74,48.45
34696,-12.559,132.0545,9/28/2019,423,100,91.45
34684,-12.4846,135.6306,9/28/2019,423,100,113.35
34554,-17.1584,143.344,9/28/2019,422,83,73.05
34739,-16.4646,123.9132,9/28/2019,601,88,68.45
34685,-12.4863,135.6171,9/28/2019,423,100,114.85
34686,-12.4818,135.6249,9/28/2019,423,100,131.45
34317,-30.4971,152.2065,9/28/2019,0,83,57.75
34536,-17.0832,143.3032,9/28/2019,422,83,69.55
34790,-22.4509,150.7172,9/28/2019,1516,100,67.65
34784,-15.4875,126.8991,9/28/2019,1348,100,49.55
34677,-12.5615,135.6277,9/28/2019,423,100,101.75
34783,-15.4896,126.8812,9/28/2019,1348,100,56.15
34780,-13.3896,132.3875,9/28/2019,1348,100,49.85
34775,-13.3833,132.3678,9/28/2019,1348,100,49.95
34435,-15.6546,134.7066,9/28/2019,134,97,82.45
34698,-12.5448,132.0528,9/28/2019,423,100,91.75
34616,-13.0259,141.7506,9/28/2019,423,100,109.65
34743,-22.454,150.7131,9/28/2019,1207,54,33.85
34634,-12.0555,142.7271,9/28/2019,423,100,137.45
34635,-12.0573,142.7157,9/28/2019,423,100,103.35
34304,-29.8914,152.2238,9/28/2019,0,66,56.15
34650,-11.8466,142.2983,9/28/2019,423,100,89.65
34615,-13.0368,141.7421,9/28/2019,423,100,99.25
34621,-13.0067,141.7718,9/28/2019,423,82,62.85
34654,-11.8171,142.2757,9/28/2019,423,100,101.85
34648,-11.858,142.289,9/28/2019,423,100,140.35
34577,-15.6112,135.083,9/28/2019,423,82,64.95
34661,-11.8058,142.2184,9/28/2019,423,54,52.65
34726,-33.1371,116.0668,9/28/2019,557,82,55.45
34437,-16.9537,138.9084,9/28/2019,135,76,59.45
34365,-12.6017,130.748,9/28/2019,134,82,75.65
34642,-13.3923,132.4125,9/28/2019,423,54,55.35
34669,-11.7158,142.2096,9/28/2019,423,90,67.45
34417,-14.3647,126.9551,9/28/2019,134,90,72.35
34369,-12.9374,130.7784,9/28/2019,134,100,106.15
34606,-14.565,134.481,9/28/2019,423,91,72.25
34782,-15.4773,126.8794,9/28/2019,1348,90,41.65
34338,-11.0415,132.5746,9/28/2019,133,67,50.85
34456,-16.4574,123.9199,9/28/2019,135,54,53.65
34306,-29.99,152.39,9/28/2019,0,67,44.95
34396,-13.9068,132.9118,9/28/2019,134,91,75.05
34539,-17.0991,143.3282,9/28/2019,422,100,91.75
34676,-12.5598,135.641,9/28/2019,423,91,73.05
34633,-12.0519,142.75,9/28/2019,423,100,113.55
34774,-13.9202,132.9198,9/28/2019,1348,90,41.95
34438,-16.9564,138.9335,9/28/2019,135,54,54.25
34618,-13.012,141.7791,9/28/2019,423,100,90.95
34617,-13.0274,141.7406,9/28/2019,423,100,133.45
34622,-12.9973,141.7702,9/28/2019,423,100,94.25
34367,-12.9297,130.7894,9/28/2019,134,100,105.75
34729,-31.3871,115.7947,9/28/2019,557,82,64.05
34313,-30.0198,152.3416,9/28/2019,0,54,46.35
34641,-11.9866,142.7809,9/28/2019,423,66,51.95
34510,-29.7191,152.31,9/28/2019,418,76,54.85
34559,-17.1961,143.3796,9/28/2019,422,82,72.75
34541,-17.1005,143.334,9/28/2019,422,100,106.65
34502,-29.9078,152.0666,9/28/2019,418,76,52.75
34299,-29.8035,152.3748,9/28/2019,0,82,60.15
34703,-12.4175,132.8551,9/28/2019,424,82,62.75
34543,-17.1102,143.3357,9/28/2019,422,100,93.75
34550,-17.1277,143.3499,9/28/2019,422,100,93.35
34546,-17.1198,143.3374,9/28/2019,422,100,132.05
34442,-15.4851,126.8348,9/28/2019,135,76,60.05
34667,-11.7272,142.2003,9/28/2019,423,76,66.65
34812,-16.4966,123.9225,9/28/2019,1653,76,36.05
34343,-12.3247,136.5018,9/28/2019,133,66,54.35
34458,-16.4642,123.9125,9/28/2019,135,76,59.45
34362,-12.5036,131.7505,9/28/2019,134,82,65.15
34595,-14.2924,143.597,9/28/2019,423,100,101.85
34597,-14.2942,143.6042,9/28/2019,423,100,87.45
34333,-33.2169,147.1454,9/28/2019,1,54,39.95
34738,-16.493,124.1626,9/28/2019,601,82,61.85
34581,-15.5963,134.748,9/28/2019,423,100,92.35
34605,-14.563,134.498,9/28/2019,423,100,103.65
34339,-12.0315,136.3863,9/28/2019,133,76,54.45
34584,-15.5842,134.7464,9/28/2019,423,100,104.85
34548,-17.1164,143.3591,9/28/2019,422,76,66.55
34585,-15.5863,134.7291,9/28/2019,423,100,145.55
34571,-15.6249,135.068,9/28/2019,423,66,62.75
34375,-13.3796,132.3835,9/28/2019,134,76,61.85
34645,-11.8708,142.3359,9/28/2019,423,53,55.85
34564,-17.168,143.3456,9/28/2019,422,100,94.45
34565,-17.1663,143.3566,9/28/2019,422,100,122.95
34499,-29.8986,152.2072,9/28/2019,418,90,68.75
34315,-30.0427,152.4329,9/28/2019,0,54,39.95
34700,-12.5561,132.0495,9/28/2019,423,100,99.25
34444,-16.5964,127.684,9/28/2019,135,53,59.45
34361,-12.5023,131.7413,9/28/2019,134,100,113.45
34330,-33.0521,146.7013,9/28/2019,1,89,65.55
34465,-34.7019,145.9681,9/28/2019,417,53,41.05
34498,-29.8932,152.2322,9/28/2019,418,75,52.15
34486,-31.7785,145.6178,9/28/2019,418,68,53.05
34321,-30.7578,152.1033,9/28/2019,0,77,68.65
34764,-13.4256,132.393,9/28/2019,1348,100,104.65
34604,-14.5609,134.5153,9/28/2019,423,68,59.65
34769,-13.9022,132.9171,9/28/2019,1348,89,41.65
34675,-11.6585,142.3229,9/28/2019,423,58,51.15
34733,-32.1904,116.1076,9/28/2019,557,58,48.45
34592,-14.3113,143.6754,9/28/2019,423,77,60.45
34525,-17.069,143.2674,9/28/2019,422,100,87.65
34545,-17.1215,143.3265,9/28/2019,422,89,73.45
34528,-17.0786,143.269,9/28/2019,422,100,102.15
34503,-29.9128,152.0426,9/28/2019,418,100,98.65
34360,-12.4933,131.7427,9/28/2019,134,93,76.25
34368,-12.9311,130.799,9/28/2019,134,68,59.45
34763,-13.4269,132.3839,9/28/2019,1348,100,102.15
34778,-13.3922,132.3692,9/28/2019,1348,100,54.65
34779,-13.3909,132.3784,9/28/2019,1348,100,51.05
34722,-33.8903,115.6365,9/28/2019,556,68,47.35
34412,-14.2628,126.5613,9/28/2019,134,65,54.85
34690,-12.3298,135.916,9/28/2019,423,68,55.75
34590,-15.5601,134.7435,9/28/2019,423,75,67.85
34350,-12.5522,135.6505,9/28/2019,133,77,60.15
34611,-13.9657,136.4715,9/28/2019,423,65,52.85
34759,-13.4063,132.3995,9/28/2019,1348,100,64.95
34610,-13.3451,141.7787,9/28/2019,423,65,53.95
34599,-14.284,143.6026,9/28/2019,423,92,74.15
34761,-13.4179,132.3825,9/28/2019,1348,100,111.45
34657,-11.8057,142.2849,9/28/2019,423,89,67.75
34762,-13.4166,132.3917,9/28/2019,1348,100,104.55
34758,-13.4076,132.3903,9/28/2019,1348,100,75.95
34553,-17.1357,143.3625,9/28/2019,422,82,67.85
34529,-17.0769,143.2798,9/28/2019,422,100,89.15
34532,-17.0719,143.3124,9/28/2019,422,100,109.05
34385,-13.3759,132.106,9/28/2019,134,100,99.85
34384,-13.3746,132.0969,9/28/2019,134,100,124.75
34452,-16.5496,124.888,9/28/2019,135,91,74.25
34426,-15.5856,134.7281,9/28/2019,134,100,108.85
34421,-14.3784,126.968,9/28/2019,134,100,106.65
34601,-14.2896,143.5662,9/28/2019,423,89,70.15
34427,-15.5871,134.7401,9/28/2019,134,100,99.65
34653,-11.8155,142.2865,9/28/2019,423,91,71.65
34380,-13.3648,132.095,9/28/2019,134,100,111.95
34379,-13.3634,132.0858,9/28/2019,134,100,103.05
34563,-17.176,143.3582,9/28/2019,422,91,75.45
34366,-12.9282,130.7799,9/28/2019,134,100,118.15
34364,-12.6002,130.7383,9/28/2019,134,100,94.55
34566,-15.1667,144.7937,9/28/2019,422,82,63.25
34651,-11.8482,142.2875,9/28/2019,423,91,71.45
34531,-17.0736,143.3015,9/28/2019,422,100,138.75
34649,-11.8596,142.2782,9/28/2019,423,67,54.65
34404,-13.6184,130.1025,9/28/2019,134,53,60.25
34799,-13.8998,132.9184,9/28/2019,1652,67,34.25
34477,-30.8744,152.1325,9/28/2019,418,89,65.95
34482,-30.7633,152.0903,9/28/2019,418,67,54.85
34534,-17.0865,143.2815,9/28/2019,422,100,89.75
34445,-16.6067,127.6823,9/28/2019,135,58,57.85
34746,-20.733,139.4682,9/28/2019,1346,67,33.15
34619,-13.0135,141.7691,9/28/2019,423,67,63.25
34724,-32.4461,116.0072,9/28/2019,557,67,48.15
34354,-12.5398,132.1814,9/28/2019,134,100,97.35
34355,-12.5411,132.1905,9/28/2019,134,100,94.15
34713,-33.8871,115.6671,9/28/2019,556,91,77.65
34772,-15.4595,126.8903,9/28/2019,1348,66,32.85
34631,-14.0141,130.0813,9/28/2019,423,67,51.75
34416,-14.3622,126.9402,9/28/2019,134,53,59.85
34707,-12.2663,133.6597,9/28/2019,424,67,59.95
34760,-13.4192,132.3733,9/28/2019,1348,77,37.15
34547,-17.1181,143.3483,9/28/2019,422,100,154.55
34314,-30.0163,152.2569,9/28/2019,0,72,48.05
34301,-29.8094,152.3524,9/28/2019,0,73,49.65
34358,-12.5501,132.1892,9/28/2019,134,95,79.65
34632,-12.0501,142.7615,9/28/2019,423,96,80.25
34709,-12.4909,131.7287,9/28/2019,424,73,55.75
34560,-17.1979,143.3686,9/28/2019,422,94,78.95
34583,-15.6026,134.6956,9/28/2019,423,56,63.45
34603,-14.5751,134.4995,9/28/2019,423,78,61.65
34673,-11.6666,142.3355,9/28/2019,423,95,76.55
34429,-15.5972,134.7386,9/28/2019,134,87,74.95
34522,-17.0061,138.924,9/28/2019,422,94,79.05
34717,-33.5862,115.7794,9/28/2019,556,70,45.65
34530,-17.0752,143.2907,9/28/2019,422,96,81.15
34341,-12.3208,136.4943,9/28/2019,133,78,58.75
34326,-30.8647,152.1447,9/28/2019,0,79,54.65
34497,-31.0066,146.5886,9/28/2019,418,78,59.15
34819,-16.3717,124.0819,9/28/2019,1653,70,34.35
34484,-30.7242,152.0938,9/28/2019,418,73,50.55
34715,-33.8977,115.6687,9/28/2019,556,94,109.95
34695,-12.5562,132.0796,9/28/2019,423,80,61.15
34325,-30.7822,152.146,9/28/2019,0,74,58.65
34500,-29.8885,152.2273,9/28/2019,418,74,60.45
34327,-31.7037,152.5883,9/28/2019,0,73,45.85
34481,-30.7576,152.1172,9/28/2019,418,73,56.45
34625,-12.9439,141.6799,9/28/2019,423,78,60.55
